{1,2}	skip moves:[[1 1] [2 2]]; speedup:22.5=>18
{1,2,3,4,5,6,9,11,12}	skip moves:[[2 6] [4 4] [3 5] [5 5] [4 6]]; speedup:45.01=>44.96
{1,2,7,9,11,12}	skip moves:[[1 1] [2 2]]; speedup:47.55=>46.93
{1,3,7,9,11,12}	skip moves:[[3 3] [1 2]]; speedup:47.71=>45.88
{2,3,7,9,11,12}	skip moves:[[3 3] [1 2]]; speedup:45.67=>45.45
{1,2,3,7,9,11,12}	skip moves:[[2 3]]; speedup:48.13=>47.19
{1,4,7,9,11,12}	skip moves:[[4 4] [2 2] [1 3]]; speedup:47.85=>45.45
{2,4,7,9,11,12}	skip moves:[[4 4] [1 3]]; speedup:45.17=>44.86
{1,2,4,7,9,11,12}	skip moves:[[4 4] [1 4] [1 3] [2 4]]; speedup:47.6=>46.63
{3,4,7,9,11,12}	skip moves:[[4 4] [2 2] [1 3]]; speedup:44.62=>44.61
{1,3,4,7,9,11,12}	skip moves:[[4 4] [2 2]]; speedup:45.64=>45.62
{2,3,4,7,9,11,12}	skip moves:[[4 4] [1 3]]; speedup:45.27=>45.25
{1,2,3,4,7,9,11,12}	skip moves:[[3 3] [4 4]]; speedup:45.96=>45.89
{1,5,7,9,11,12}	skip moves:[[5 5] [2 3] [1 4]]; speedup:48.14=>45.23
{2,5,7,9,11,12}	skip moves:[[2 3] [5 5] [1 4]]; speedup:45.21=>44.64
{1,2,5,7,9,11,12}	skip moves:[[5 5] [2 3] [1 5] [1 4]]; speedup:46.45=>46.25
{3,5,7,9,11,12}	skip moves:[[2 3] [5 5] [1 4]]; speedup:44.34=>44.25
{1,3,5,7,9,11,12}	skip moves:[[2 3] [5 5] [1 4] [3 5]]; speedup:46.32=>45.36
{2,3,5,7,9,11,12}	skip moves:[[5 5] [1 4] [3 5]]; speedup:45.21=>45.01
{1,2,3,5,7,9,11,12}	skip moves:[[3 3] [3 5] [5 5] [1 4]]; speedup:45.92=>45.66
{1,4,5,7,9,11,12}	skip moves:[[4 4] [2 2] [1 3] [2 3] [5 5]]; speedup:45.1=>45.02
{2,4,5,7,9,11,12}	skip moves:[[5 5] [2 3] [1 4]]; speedup:44.75=>44.73
{1,2,4,5,7,9,11,12}	skip moves:[[4 4] [1 3] [5 5] [2 3]]; speedup:45.61=>45.39
{3,4,5,7,9,11,12}	skip moves:[[5 5] [2 3] [1 4]]; speedup:44.5=>44.48
{1,3,4,5,7,9,11,12}	skip moves:[[2 2] [4 4] [3 5] [5 5] [2 3]]; speedup:45.25=>45.17
{2,3,4,5,7,9,11,12}	skip moves:[[4 4] [1 3] [5 5] [1 4]]; speedup:45=>44.96
{1,2,3,4,5,7,9,11,12}	skip moves:[[4 4] [5 5] [3 5]]; speedup:45.57=>45.48
{1,6,7,9,11,12}	skip moves:[[3 3] [2 4] [1 5]]; speedup:48.44=>45.21
{2,6,7,9,11,12}	skip moves:[[3 3] [2 4] [1 5]]; speedup:45=>44.43
{1,2,6,7,9,11,12}	skip moves:[[2 4] [3 3] [1 5] [2 6]]; speedup:47.2=>46.07
{3,6,7,9,11,12}	skip moves:[[2 4] [1 5]]; speedup:44.45=>44.39
{1,3,6,7,9,11,12}	skip moves:[[2 4] [1 5]]; speedup:45.43=>45.34
{2,3,6,7,9,11,12}	skip moves:[[2 4] [1 5]]; speedup:44.96=>44.87
{1,2,3,6,7,9,11,12}	skip moves:[[2 6] [3 3] [2 4] [1 5]]; speedup:45.87=>45.61
{4,6,7,9,11,12}	skip moves:[[3 3] [2 4] [1 5]]; speedup:43.9=>43.9
{1,4,6,7,9,11,12}	skip moves:[[2 2] [4 4] [1 3] [2 4] [3 3] [1 5] [4 6]]; speedup:46=>44.94
{2,4,6,7,9,11,12}	skip moves:[[3 3] [1 5] [4 6]]; speedup:44.75=>44.54
{1,2,4,6,7,9,11,12}	skip moves:[[2 6] [4 4] [1 3] [3 3] [1 5] [4 6]]; speedup:45.62=>45.3
{3,4,6,7,9,11,12}	skip moves:[[2 4] [1 5] [4 6]]; speedup:44.54=>44.51
{1,3,4,6,7,9,11,12}	skip moves:[[4 4] [2 2] [2 4] [1 5] [4 6]]; speedup:45.27=>45.14
{2,3,4,6,7,9,11,12}	skip moves:[[4 4] [1 3] [1 5] [4 6]]; speedup:44.91=>44.85
{1,2,3,4,6,7,9,11,12}	skip moves:[[4 4] [2 6] [1 5] [4 6]]; speedup:45.57=>45.41
{1,5,6,7,9,11,12}	skip moves:[[5 5] [2 3] [1 4] [3 3] [2 4]]; speedup:44.87=>44.71
{2,5,6,7,9,11,12}	skip moves:[[1 4] [5 5] [2 3] [2 4] [1 5] [3 3]]; speedup:44.47=>44.42
{1,2,5,6,7,9,11,12}	skip moves:[[2 6] [2 3] [5 5] [1 4] [2 4] [3 3]]; speedup:45.43=>45.16
{3,5,6,7,9,11,12}	skip moves:[[5 5] [2 3] [1 4]]; speedup:44.35=>44.34
{1,3,5,6,7,9,11,12}	skip moves:[[3 5] [5 5] [2 3] [1 4] [2 4]]; speedup:45.04=>44.93
{2,3,5,6,7,9,11,12}	skip moves:[[5 5] [1 4] [2 4] [1 5]]; speedup:44.75=>44.69
{1,2,3,5,6,7,9,11,12}	skip moves:[[2 6] [5 5] [1 4] [2 4] [3 5]]; speedup:45.36=>45.25
{4,5,6,7,9,11,12}	skip moves:[[3 3] [2 4] [1 5]]; speedup:44.09=>44.09
{1,4,5,6,7,9,11,12}	skip moves:[[5 5] [2 3] [3 3] [2 4] [4 6]]; speedup:44.82=>44.74
{2,4,5,6,7,9,11,12}	skip moves:[[4 6] [1 5] [3 3]]; speedup:44.57=>44.55
{1,2,4,5,6,7,9,11,12}	skip moves:[[4 4] [1 3] [5 5] [2 3] [3 3] [4 6]]; speedup:45.16=>45.05
{3,4,5,6,7,9,11,12}	skip moves:[[2 4] [1 5] [5 5] [2 3] [1 4]]; speedup:44.47=>44.46
{1,3,4,5,6,7,9,11,12}	skip moves:[[5 5] [2 3] [2 4] [4 6]]; speedup:45=>44.95
{2,3,4,5,6,7,9,11,12}	skip moves:[[5 5] [1 4] [1 5] [4 6]]; speedup:44.8=>44.77
{1,2,3,4,5,6,7,9,11,12}	skip moves:[[2 6] [4 4] [3 5] [5 5] [4 6]]; speedup:45.2=>45.16
{1,2,8,9,11,12}	skip moves:[[1 1] [2 2]]; speedup:47.7=>47.05
{1,3,8,9,11,12}	skip moves:[[3 3] [1 2]]; speedup:47.92=>46
{2,3,8,9,11,12}	skip moves:[[3 3] [1 2]]; speedup:45.8=>45.57
{1,2,3,8,9,11,12}	skip moves:[[2 3]]; speedup:48.27=>47.3
{1,4,8,9,11,12}	skip moves:[[2 2] [1 3]]; speedup:47.58=>45.58
{2,4,8,9,11,12}	skip moves:[[1 3]]; speedup:45.24=>45.01
{1,2,4,8,9,11,12}	skip moves:[[1 4] [1 3] [2 4]]; speedup:47.79=>46.76
{3,4,8,9,11,12}	skip moves:[[2 2] [1 3]]; speedup:44.73=>44.71
{1,3,4,8,9,11,12}	skip moves:[[2 2] [3 4]]; speedup:46.79=>45.75
{2,3,4,8,9,11,12}	skip moves:[[1 3] [3 4]]; speedup:45.53=>45.38
{1,2,3,4,8,9,11,12}	skip moves:[[3 3] [3 4]]; speedup:46.11=>46
{1,5,8,9,11,12}	skip moves:[[5 5] [2 3] [1 4]]; speedup:48.4=>45.35
{2,5,8,9,11,12}	skip moves:[[5 5] [2 3] [1 4]]; speedup:45.26=>44.7
{1,2,5,8,9,11,12}	skip moves:[[1 5] [2 3] [5 5] [1 4] [2 5]]; speedup:47.44=>46.35
{3,5,8,9,11,12}	skip moves:[[5 5] [2 3] [1 4]]; speedup:44.59=>44.51
{1,3,5,8,9,11,12}	skip moves:[[2 3] [5 5] [1 4]]; speedup:45.59=>45.49
{2,3,5,8,9,11,12}	skip moves:[[5 5] [1 4]]; speedup:45.16=>45.1
{1,2,3,5,8,9,11,12}	skip moves:[[2 5] [3 3] [5 5] [1 4]]; speedup:45.98=>45.78
{1,4,5,8,9,11,12}	skip moves:[[2 2] [1 3] [5 5] [2 3]]; speedup:45.24=>45.16
{2,4,5,8,9,11,12}	skip moves:[[5 5] [2 3] [1 4]]; speedup:44.87=>44.84
{1,2,4,5,8,9,11,12}	skip moves:[[2 5] [1 3] [5 5] [2 3]]; speedup:45.7=>45.51
{1,3,4,5,8,9,11,12}	skip moves:[[3 4] [2 2] [5 5] [2 3]]; speedup:45.38=>45.32
{2,3,4,5,8,9,11,12}	skip moves:[[1 3] [5 5] [1 4]]; speedup:45.1=>45.06
{1,2,3,4,5,8,9,11,12}	skip moves:[[2 5] [5 5] [3 4]]; speedup:45.68=>45.61
{1,6,8,9,11,12}	skip moves:[[3 3] [2 4] [1 5]]; speedup:48.32=>45.25
{2,6,8,9,11,12}	skip moves:[[3 3] [2 4] [1 5]]; speedup:45.33=>44.72
{1,2,6,8,9,11,12}	skip moves:[[1 6] [2 4] [3 3] [1 5]]; speedup:46.45=>46.19
{3,6,8,9,11,12}	skip moves:[[2 4] [1 5]]; speedup:44.59=>44.53
{1,3,6,8,9,11,12}	skip moves:[[2 4] [1 5]]; speedup:45.49=>45.39
{2,3,6,8,9,11,12}	skip moves:[[2 4] [1 5]]; speedup:45.16=>45.08
{1,2,3,6,8,9,11,12}	skip moves:[[3 3] [2 4] [1 5]]; speedup:45.97=>45.71
{4,6,8,9,11,12}	skip moves:[[3 3] [2 4] [1 5]]; speedup:44.1=>44.09
{1,4,6,8,9,11,12}	skip moves:[[2 2] [1 3] [3 3] [2 4] [1 5] [4 6]]; speedup:46.09=>45.04
{2,4,6,8,9,11,12}	skip moves:[[3 3] [1 5] [4 6]]; speedup:45.04=>44.82
{1,2,4,6,8,9,11,12}	skip moves:[[1 3] [3 3] [1 5] [4 6]]; speedup:45.72=>45.42
{3,4,6,8,9,11,12}	skip moves:[[2 4] [1 5] [4 6]]; speedup:44.66=>44.64
{1,3,4,6,8,9,11,12}	skip moves:[[3 4] [2 2] [2 4] [1 5] [4 6]]; speedup:45.35=>45.22
{2,3,4,6,8,9,11,12}	skip moves:[[1 3] [1 5] [4 6]]; speedup:45.1=>45.04
{1,2,3,4,6,8,9,11,12}	skip moves:[[1 5] [3 4] [4 6]]; speedup:45.7=>45.53
{1,5,6,8,9,11,12}	skip moves:[[5 5] [2 3] [1 4] [3 3] [2 4]]; speedup:44.94=>44.78
{2,5,6,8,9,11,12}	skip moves:[[3 3] [2 4] [1 5] [5 5] [2 3] [1 4]]; speedup:44.65=>44.61
{1,2,5,6,8,9,11,12}	skip moves:[[5 5] [2 3] [1 4] [3 3] [2 4]]; speedup:45.52=>45.25
{1,3,5,6,8,9,11,12}	skip moves:[[5 5] [1 4] [2 3] [2 4]]; speedup:45.13=>45.03
{2,3,5,6,8,9,11,12}	skip moves:[[5 5] [1 4] [2 4] [1 5]]; speedup:44.97=>44.92
{1,2,3,5,6,8,9,11,12}	skip moves:[[2 5] [5 5] [1 4] [2 4]]; speedup:45.42=>45.36
{4,5,6,8,9,11,12}	skip moves:[[2 4] [3 3] [1 5]]; speedup:44.28=>44.28
{1,4,5,6,8,9,11,12}	skip moves:[[2 3] [5 5] [2 4] [3 3] [4 6]]; speedup:44.93=>44.84
{2,4,5,6,8,9,11,12}	skip moves:[[2 3] [5 5] [1 4] [3 3] [1 5]]; speedup:44.77=>44.75
{1,2,4,5,6,8,9,11,12}	skip moves:[[1 3] [5 5] [2 3] [3 3] [4 6]]; speedup:45.27=>45.16
{3,4,5,6,8,9,11,12}	skip moves:[[2 4] [1 5]]; speedup:44.67=>44.67
{1,3,4,5,6,8,9,11,12}	skip moves:[[2 3] [5 5] [2 4] [4 6]]; speedup:45.1=>45.04
{2,3,4,5,6,8,9,11,12}	skip moves:[[5 5] [1 4] [1 5] [4 6]]; speedup:44.98=>44.96
{1,2,3,4,5,6,8,9,11,12}	skip moves:[[5 5] [4 6]]; speedup:45.31=>45.27
{1,2,7,8,9,11,12}	skip moves:[[1 1] [2 2]]; speedup:47.65=>47.18
{1,3,7,8,9,11,12}	skip moves:[[3 3] [1 2]]; speedup:47.57=>46.13
{2,3,7,8,9,11,12}	skip moves:[[3 3] [1 2]]; speedup:45.89=>45.71
{1,2,3,7,8,9,11,12}	skip moves:[[2 3]]; speedup:48.16=>47.4
{1,4,7,8,9,11,12}	skip moves:[[2 2] [1 3]]; speedup:47.21=>45.72
{2,4,7,8,9,11,12}	skip moves:[[1 3]]; speedup:45.32=>45.16
{1,2,4,7,8,9,11,12}	skip moves:[[1 4] [1 3] [2 4]]; speedup:47.68=>46.87
{3,4,7,8,9,11,12}	skip moves:[[2 2] [1 3]]; speedup:44.92=>44.92
{1,3,4,7,8,9,11,12}	skip moves:[[2 2]]; speedup:45.89=>45.88
{2,3,4,7,8,9,11,12}	skip moves:[[1 3]]; speedup:45.54=>45.52
{1,2,3,4,7,8,9,11,12}	skip moves:[[3 3]]; speedup:46.16=>46.13
{1,5,7,8,9,11,12}	skip moves:[[5 5] [2 3] [1 4]]; speedup:47.83=>45.5
{2,5,7,8,9,11,12}	skip moves:[[5 5] [2 3] [1 4]]; speedup:45.37=>44.92
{1,2,5,7,8,9,11,12}	skip moves:[[2 3] [5 5] [1 5] [1 4]]; speedup:46.65=>46.48
{3,5,7,8,9,11,12}	skip moves:[[5 5] [2 3] [1 4]]; speedup:44.72=>44.66
{1,3,5,7,8,9,11,12}	skip moves:[[5 5] [2 3] [1 4]]; speedup:45.71=>45.63
{2,3,5,7,8,9,11,12}	skip moves:[[5 5] [1 4]]; speedup:45.33=>45.28
{1,2,3,5,7,8,9,11,12}	skip moves:[[3 3] [5 5] [1 4]]; speedup:46.07=>45.91
{1,4,5,7,8,9,11,12}	skip moves:[[2 2] [1 3] [2 3] [5 5]]; speedup:45.36=>45.3
{2,4,5,7,8,9,11,12}	skip moves:[[2 3] [5 5] [1 4]]; speedup:45.05=>45.03
{1,2,4,5,7,8,9,11,12}	skip moves:[[1 3] [5 5] [2 3]]; speedup:45.81=>45.65
{3,4,5,7,8,9,11,12}	skip moves:[[5 5] [2 3] [1 4]]; speedup:44.89=>44.89
{1,3,4,5,7,8,9,11,12}	skip moves:[[2 2] [2 3] [5 5]]; speedup:45.51=>45.46
{2,3,4,5,7,8,9,11,12}	skip moves:[[1 3] [1 4] [5 5]]; speedup:45.3=>45.28
{1,2,3,4,5,7,8,9,11,12}	skip moves:[[5 5]]; speedup:45.76=>45.75
{1,6,7,8,9,11,12}	skip moves:[[3 3] [2 4] [1 5]]; speedup:48.01=>45.47
{2,6,7,8,9,11,12}	skip moves:[[3 3] [2 4] [1 5]]; speedup:45.33=>44.87
{1,2,6,7,8,9,11,12}	skip moves:[[3 3] [2 4] [1 5]]; speedup:46.48=>46.32
{3,6,7,8,9,11,12}	skip moves:[[2 4] [1 5]]; speedup:44.73=>44.68
{1,3,6,7,8,9,11,12}	skip moves:[[2 4] [1 5]]; speedup:45.66=>45.58
{2,3,6,7,8,9,11,12}	skip moves:[[2 4] [1 5]]; speedup:45.28=>45.21
{1,2,3,6,7,8,9,11,12}	skip moves:[[3 3] [2 4] [1 5]]; speedup:46.09=>45.88
{4,6,7,8,9,11,12}	skip moves:[[3 3] [2 4] [1 5]]; speedup:44.27=>44.26
{1,4,6,7,8,9,11,12}	skip moves:[[2 2] [1 3] [3 3] [2 4] [1 5] [4 6]]; speedup:46.13=>45.22
{2,4,6,7,8,9,11,12}	skip moves:[[3 3] [1 5] [4 6]]; speedup:45.13=>44.96
{1,2,4,6,7,8,9,11,12}	skip moves:[[1 3] [3 3] [1 5] [4 6]]; speedup:45.85=>45.59
{3,4,6,7,8,9,11,12}	skip moves:[[2 4] [1 5] [4 6]]; speedup:44.84=>44.81
{1,3,4,6,7,8,9,11,12}	skip moves:[[2 2] [2 4] [1 5] [4 6]]; speedup:45.51=>45.4
{2,3,4,6,7,8,9,11,12}	skip moves:[[1 3] [1 5] [4 6]]; speedup:45.25=>45.2
{1,2,3,4,6,7,8,9,11,12}	skip moves:[[1 5] [4 6]]; speedup:45.81=>45.69
{1,5,6,7,8,9,11,12}	skip moves:[[5 5] [2 3] [1 4] [3 3] [2 4]]; speedup:45.11=>44.97
{2,5,6,7,8,9,11,12}	skip moves:[[5 5] [2 3] [1 4] [3 3] [2 4] [1 5]]; speedup:44.83=>44.8
{1,2,5,6,7,8,9,11,12}	skip moves:[[5 5] [2 3] [1 4] [3 3] [2 4]]; speedup:45.67=>45.44
{1,3,5,6,7,8,9,11,12}	skip moves:[[5 5] [2 3] [1 4] [2 4]]; speedup:45.28=>45.2
{2,3,5,6,7,8,9,11,12}	skip moves:[[5 5] [1 4] [2 4] [1 5]]; speedup:45.13=>45.09
{1,2,3,5,6,7,8,9,11,12}	skip moves:[[5 5] [1 4] [2 4]]; speedup:45.58=>45.53
{4,5,6,7,8,9,11,12}	skip moves:[[3 3] [2 4] [1 5]]; speedup:44.44=>44.43
{1,4,5,6,7,8,9,11,12}	skip moves:[[5 5] [2 3] [2 4] [3 3] [4 6]]; speedup:45.09=>45.02
{2,4,5,6,7,8,9,11,12}	skip moves:[[2 3] [5 5] [1 4] [1 5] [3 3]]; speedup:44.94=>44.93
{1,2,4,5,6,7,8,9,11,12}	skip moves:[[1 3] [2 3] [5 5] [3 3] [4 6]]; speedup:45.44=>45.35
{3,4,5,6,7,8,9,11,12}	skip moves:[[1 5] [2 4]]; speedup:44.84=>44.83
{1,3,4,5,6,7,8,9,11,12}	skip moves:[[5 5] [2 3] [2 4] [4 6]]; speedup:45.28=>45.24
{2,3,4,5,6,7,8,9,11,12}	skip moves:[[1 4] [5 5] [1 5] [4 6]]; speedup:45.17=>45.15
{1,2,3,4,5,6,7,8,9,11,12}	skip moves:[[5 5] [4 6]]; speedup:45.49=>45.46
{1,2,10,11,12}	skip moves:[[1 1] [2 2]]; speedup:48.48=>47.44
{1,3,10,11,12}	skip moves:[[1 2] [3 3]]; speedup:49.27=>46.41
{2,3,10,11,12}	skip moves:[[3 3] [1 2]]; speedup:46.32=>45.99
{1,2,3,10,11,12}	skip moves:[[2 3]]; speedup:49.05=>47.69
{1,4,10,11,12}	skip moves:[[2 2] [4 4] [1 3]]; speedup:49.64=>45.99
{2,4,10,11,12}	skip moves:[[4 4] [1 3]]; speedup:45.88=>45.41
{1,2,4,10,11,12}	skip moves:[[4 4] [1 3] [1 4] [2 4]]; speedup:48.49=>47.14
{3,4,10,11,12}	skip moves:[[4 4] [2 2] [1 3]]; speedup:45.15=>45.12
{1,3,4,10,11,12}	skip moves:[[4 4] [2 2] [3 4]]; speedup:47.48=>46.15
{2,3,4,10,11,12}	skip moves:[[4 4] [1 3] [3 4]]; speedup:45.98=>45.79
{1,2,3,4,10,11,12}	skip moves:[[3 3] [3 4] [4 4]]; speedup:46.59=>46.41
{1,5,10,11,12}	skip moves:[[2 3] [1 4]]; speedup:49.5=>45.79
{2,5,10,11,12}	skip moves:[[2 3] [1 4]]; speedup:45.82=>45.17
{1,2,5,10,11,12}	skip moves:[[2 3] [1 4] [1 5] [2 5]]; speedup:48.25=>46.8
{3,5,10,11,12}	skip moves:[[2 3] [1 4]]; speedup:44.97=>44.86
{1,3,5,10,11,12}	skip moves:[[2 3] [1 4] [3 5]]; speedup:47.22=>45.94
{2,3,5,10,11,12}	skip moves:[[1 4] [3 5]]; speedup:45.79=>45.54
{1,2,3,5,10,11,12}	skip moves:[[2 5] [3 3] [3 5] [1 4]]; speedup:46.48=>46.2
{1,4,5,10,11,12}	skip moves:[[4 4] [2 2] [1 3] [2 3] [4 5]]; speedup:46.96=>45.58
{2,4,5,10,11,12}	skip moves:[[2 3] [1 4] [4 5]]; speedup:45.49=>45.25
{1,2,4,5,10,11,12}	skip moves:[[2 5] [4 4] [1 3] [2 3] [4 5]]; speedup:46.25=>45.91
{3,4,5,10,11,12}	skip moves:[[2 3] [1 4] [4 5]]; speedup:45.06=>45.02
{1,3,4,5,10,11,12}	skip moves:[[3 4] [2 2] [4 4] [3 5] [2 3] [4 5]]; speedup:45.84=>45.7
{2,3,4,5,10,11,12}	skip moves:[[4 4] [1 3] [1 4] [4 5]]; speedup:45.52=>45.44
{1,2,3,4,5,10,11,12}	skip moves:[[2 5] [4 4] [3 4] [3 5] [4 5]]; speedup:46.27=>46.01
{1,6,10,11,12}	skip moves:[[3 3] [2 4] [1 5]]; speedup:50.02=>45.67
{2,6,10,11,12}	skip moves:[[2 4] [3 3] [1 5]]; speedup:45.82=>45
{1,2,6,10,11,12}	skip moves:[[3 3] [2 4] [1 5] [1 6] [2 6]]; speedup:48.09=>46.58
{3,6,10,11,12}	skip moves:[[2 4] [1 5]]; speedup:44.84=>44.69
{1,3,6,10,11,12}	skip moves:[[2 4] [1 5] [3 6]]; speedup:47.12=>45.79
{2,3,6,10,11,12}	skip moves:[[2 4] [1 5] [3 6]]; speedup:45.69=>45.37
{1,2,3,6,10,11,12}	skip moves:[[2 6] [3 3] [3 6] [2 4] [1 5]]; speedup:46.48=>46.05
{1,4,6,10,11,12}	skip moves:[[2 2] [4 4] [1 3] [3 3] [2 4] [1 5]]; speedup:45.64=>45.47
{2,4,6,10,11,12}	skip moves:[[3 3] [1 5]]; speedup:45.18=>45.14
{1,2,4,6,10,11,12}	skip moves:[[2 6] [4 4] [1 3] [3 3] [1 5]]; speedup:46.1=>45.83
{3,4,6,10,11,12}	skip moves:[[2 4] [1 5]]; speedup:44.95=>44.92
{1,3,4,6,10,11,12}	skip moves:[[3 4] [4 4] [2 2] [3 6] [2 4] [1 5]]; speedup:45.74=>45.61
{2,3,4,6,10,11,12}	skip moves:[[4 4] [1 3] [3 6] [1 5]]; speedup:45.39=>45.34
{1,2,3,4,6,10,11,12}	skip moves:[[4 4] [2 6] [1 5] [3 4] [3 6]]; speedup:46.08=>45.89
{1,5,6,10,11,12}	skip moves:[[2 3] [1 4] [3 3] [2 4]]; speedup:45.44=>45.25
{2,5,6,10,11,12}	skip moves:[[2 3] [1 4] [3 3] [2 4] [1 5]]; speedup:45.04=>44.99
{1,2,5,6,10,11,12}	skip moves:[[2 6] [2 3] [1 4] [3 3] [2 4]]; speedup:45.96=>45.67
{3,5,6,10,11,12}	skip moves:[[2 4] [1 5]]; speedup:44.8=>44.79
{1,3,5,6,10,11,12}	skip moves:[[3 5] [2 3] [1 4] [3 6] [2 4]]; speedup:45.56=>45.41
{2,3,5,6,10,11,12}	skip moves:[[1 4] [2 4] [1 5]]; speedup:45.26=>45.19
{1,2,3,5,6,10,11,12}	skip moves:[[2 5] [2 6] [1 4] [2 4] [3 5] [3 6]]; speedup:45.93=>45.73
{1,4,5,6,10,11,12}	skip moves:[[2 3] [3 3] [2 4] [4 5]]; speedup:45.38=>45.29
{2,4,5,6,10,11,12}	skip moves:[[2 3] [1 4] [3 3] [1 5]]; speedup:45.13=>45.1
{1,2,4,5,6,10,11,12}	skip moves:[[2 6] [4 4] [1 3] [2 3] [3 3] [4 5]]; speedup:45.68=>45.57
{3,4,5,6,10,11,12}	skip moves:[[2 4] [1 5]]; speedup:44.95=>44.94
{1,3,4,5,6,10,11,12}	skip moves:[[3 5] [3 6] [2 3] [2 4] [4 5]]; speedup:45.48=>45.42
{2,3,4,5,6,10,11,12}	skip moves:[[1 4] [4 5] [1 5]]; speedup:45.28=>45.25
{1,2,3,4,5,6,10,11,12}	skip moves:[[3 4] [2 6] [4 4] [3 5] [3 6] [4 5]]; speedup:45.69=>45.64
{1,2,7,10,11,12}	skip moves:[[1 1] [2 2]]; speedup:48.22=>47.57
{1,3,7,10,11,12}	skip moves:[[3 3] [1 2]]; speedup:48.44=>46.54
{2,3,7,10,11,12}	skip moves:[[3 3] [1 2]]; speedup:46.36=>46.13
{1,2,3,7,10,11,12}	skip moves:[[2 3]]; speedup:48.77=>47.8
{1,4,7,10,11,12}	skip moves:[[4 4] [2 2] [1 3]]; speedup:48.62=>46.13
{2,4,7,10,11,12}	skip moves:[[4 4] [1 3]]; speedup:45.88=>45.56
{1,2,4,7,10,11,12}	skip moves:[[4 4] [1 4] [1 3] [2 4]]; speedup:48.25=>47.25
{3,4,7,10,11,12}	skip moves:[[4 4] [2 2] [1 3]]; speedup:45.34=>45.32
{1,3,4,7,10,11,12}	skip moves:[[4 4] [2 2]]; speedup:46.31=>46.28
{2,3,4,7,10,11,12}	skip moves:[[4 4] [1 3]]; speedup:45.95=>45.93
{1,2,3,4,7,10,11,12}	skip moves:[[2 4] [3 3] [4 4]]; speedup:46.61=>46.54
{1,5,7,10,11,12}	skip moves:[[2 3] [1 4]]; speedup:48.46=>45.94
{2,5,7,10,11,12}	skip moves:[[2 3] [1 4]]; speedup:45.87=>45.39
{1,2,5,7,10,11,12}	skip moves:[[2 3] [1 5] [1 4]]; speedup:47.1=>46.93
{3,5,7,10,11,12}	skip moves:[[2 3] [1 4]]; speedup:45.1=>45.03
{1,3,5,7,10,11,12}	skip moves:[[2 3] [1 4] [3 5]]; speedup:47.05=>46.07
{2,3,5,7,10,11,12}	skip moves:[[1 4] [3 5]]; speedup:45.92=>45.73
{1,2,3,5,7,10,11,12}	skip moves:[[3 3] [3 5] [1 4]]; speedup:46.56=>46.33
{1,4,5,7,10,11,12}	skip moves:[[4 4] [2 2] [1 3] [2 3] [4 5]]; speedup:46.76=>45.72
{2,4,5,7,10,11,12}	skip moves:[[2 3] [1 4] [4 5]]; speedup:45.63=>45.44
{1,2,4,5,7,10,11,12}	skip moves:[[4 4] [1 3] [2 3] [4 5]]; speedup:46.33=>46.06
{3,4,5,7,10,11,12}	skip moves:[[2 3] [1 4] [4 5]]; speedup:45.23=>45.2
{1,3,4,5,7,10,11,12}	skip moves:[[2 2] [4 4] [3 5] [2 3] [4 5]]; speedup:45.95=>45.84
{2,3,4,5,7,10,11,12}	skip moves:[[4 4] [1 3] [1 4] [4 5]]; speedup:45.71=>45.65
{1,2,3,4,5,7,10,11,12}	skip moves:[[4 4] [3 5] [4 5]]; speedup:46.33=>46.15
{1,6,7,10,11,12}	skip moves:[[3 3] [2 4] [1 5]]; speedup:49.24=>45.89
{2,6,7,10,11,12}	skip moves:[[3 3] [2 4] [1 5]]; speedup:45.74=>45.16
{1,2,6,7,10,11,12}	skip moves:[[3 3] [2 4] [1 5] [2 6]]; speedup:47.87=>46.71
{3,6,7,10,11,12}	skip moves:[[2 4] [1 5]]; speedup:44.96=>44.85
{1,3,6,7,10,11,12}	skip moves:[[2 4] [1 5] [3 6]]; speedup:47.07=>45.98
{2,3,6,7,10,11,12}	skip moves:[[2 4] [1 5] [3 6]]; speedup:45.76=>45.52
{1,2,3,6,7,10,11,12}	skip moves:[[2 6] [3 3] [3 6] [2 4] [1 5]]; speedup:46.57=>46.21
{1,4,6,7,10,11,12}	skip moves:[[4 4] [2 2] [1 3] [2 4] [3 3] [1 5]]; speedup:45.79=>45.66
{2,4,6,7,10,11,12}	skip moves:[[3 3] [1 5]]; speedup:45.32=>45.28
{1,2,4,6,7,10,11,12}	skip moves:[[2 6] [4 4] [1 3] [3 3] [1 5]]; speedup:46.22=>46
{3,4,6,7,10,11,12}	skip moves:[[2 4] [1 5]]; speedup:45.13=>45.1
{1,3,4,6,7,10,11,12}	skip moves:[[4 4] [2 2] [3 6] [1 5] [2 4]]; speedup:45.9=>45.79
{2,3,4,6,7,10,11,12}	skip moves:[[4 4] [1 3] [3 6] [1 5]]; speedup:45.54=>45.51
{1,2,3,4,6,7,10,11,12}	skip moves:[[4 4] [2 6] [1 5] [3 6]]; speedup:46.17=>46.05
{1,5,6,7,10,11,12}	skip moves:[[2 3] [1 4] [3 3] [2 4]]; speedup:45.59=>45.44
{2,5,6,7,10,11,12}	skip moves:[[3 3] [2 4] [1 5]]; speedup:45.22=>45.18
